Filters:



"Parcel ID","Address"
="012900072004006000","1125 40TH ST       , Birmingham, AL, 35218"
="012900073003017000","4724 AVENUE N       , Birmingham, AL, 35208"
="012900073004011000","4808 TERRACE M       , Birmingham, AL, 35208"
="012900073039008000","5418 TERRACE J       , Birmingham, AL, 35208"
="012900073046007001","5523 AVENUE L       , Birmingham, AL, 35208"
="012900073059003001","5620 TERRACE J       , Birmingham, AL, 35208"
="012900074009016000","1640 50TH ST       , Birmingham, AL, 35208"
="012900074013009000","1705 50TH ST       , Birmingham, AL, 35208"
="012900074016002000","1513 51ST ST       , Birmingham, AL, 35208"
="012900074023004000","5201 AVENUE Q       , Birmingham, AL, 35208"
="012900081003002000","1884 WOODLAND AVE SW       , Birmingham, AL, 35211"
="012900081010015000","1876 ALABAMA AVE       , Birmingham, AL, 35211"
="012900081011008000","1833 WOODLAND AVE SW       , Birmingham, AL, 35211"
="012900081012001000","1801 ALABAMA AVE       , Birmingham, AL, 35211"
="012900081014016000","1916 FULTON AVE SW       , Birmingham, AL, 35211"
="012900081015007000","420 21ST ST SW       , Birmingham, AL, 35211"
="012900081023019000","1864 PRINCETON CT SW       , Birmingham, AL, 35211"
="012900082012009000","4735 TERRACE S       , Birmingham, AL, 35208"
="012900082013014000","4744 TERRACE S       , Birmingham, AL, 35208"
="012900082019004000","4805 TERRACE R       , Birmingham, AL, 35208"
="012900082024009000","2103 48TH PL       , Birmingham, AL, 35208"
="012900083008001000","4937 AVENUE R       , Birmingham, AL, 35208"
="012900083009015000","4912 COURT R       , Birmingham, AL, 35208"
="012900083021005000","317 25TH ST SW       , Birmingham, AL, 35211"
="012900084007008000","2031 LEE CT SW       , Birmingham, AL, 35211"
="012900084012010000","509 22ND ST SW       , Birmingham, AL, 35211"
="012900084021010000","1842 STEINER AVE       , Birmingham, AL, 35211"
="012900084022002000","1827 PEARSON AVE SW       , Birmingham, AL, 35211"
="012900084025002000","721 18TH WAY SW       , Birmingham, AL, 35211"
="012900084025003000","725 18TH WAY SW       , Birmingham, AL, 35211"
="012900091001003000","925 12TH ST SW       , Birmingham, AL, 35211"
="012900091002025000","1213 14TH PL SW       , Birmingham, AL, 35211"
="012900091009002000","1317 STEINER AVE       , Birmingham, AL, 35211"
="012900091009016000","836 13TH ST SW       , Birmingham, AL, 35211"
="012900091009017000","830 13TH ST SW       , Birmingham, AL, 35211"
="012900091009018000","826 13TH ST SW       , Birmingham, AL, 35211"
="012900091013013000","1432 COTTON AVE       , Birmingham, AL, 35211"
="012900091015003000","1510 COTTON AVE       , Birmingham, AL, 35211"
="012900091021014000","1140 15TH ST SW       , Birmingham, AL, 35211"
="012900092002014000","1512 PRINCETON AVE       , Birmingham, AL, 35211"
="012900092002015000","524 15TH ST SW       , Birmingham, AL, 35211"
="012900092002016000","520 15TH ST SW       , Birmingham, AL, 35211"
="012900092002017000","518 15TH ST SW       , Birmingham, AL, 35211"
="012900092014017000","1616 TUSCALOOSA AVE SW       , Birmingham, AL, 35211"
="012900092014021000","1600 TUSCALOOSA AVE SW       , Birmingham, AL, 35211"
="012900092015013000","617 16TH ST SW       , Birmingham, AL, 35211"
="012900092015015000","1556 TUSCALOOSA AVE SW       , Birmingham, AL, 35211"
="012900092017009000","1549 TUSCALOOSA AVE SW       , Birmingham, AL, 35211"
="012900092017029000","1556 COTTON AVE       , Birmingham, AL, 35211"
="012900092017030000","1552 COTTON AVE       , Birmingham, AL, 35211"
="012900092017032000","1544 COTTON AVE       , Birmingham, AL, 35211"
="012900092017034000","1536 COTTON AVE       , Birmingham, AL, 35211"
="012900092018002000","1553 COTTON AVE       , Birmingham, AL, 35211"
="012900092018007000","1573 COTTON AVE       , Birmingham, AL, 35211"
="012900092018008000","1577 COTTON AVE       , Birmingham, AL, 35211"
="012900092018009000","1581 COTTON AVE       , Birmingham, AL, 35211"
="012900092019018000","1600 CLEVELAND AVE SW       , Birmingham, AL, 35211"
="012900092019022000","708 16TH PL SW       , Birmingham, AL, 35211"
="012900092021010000","1664 LEE AVE       , Birmingham, AL, 35211"
="012900092025004000","1713 PRINCETON AVE       , Birmingham, AL, 35211"
="012900092027024000","1524 PEARSON AVE SW       , Birmingham, AL, 35211"
="012900092031007000","1764 PEARSON AVE SW       , Birmingham, AL, 35211"
="012900093003044000","1708 JEFFERSON AVE       , Birmingham, AL, 35211"
="012900093019049000","1412 17TH PL SW       , Birmingham, AL, 35211"
="012900093023013000","1204 MIMS ST       , Birmingham, AL, 35211"
="012900094002001000","1209 15TH ST SW       , Birmingham, AL, 35211"
="012900094005011000","1245 15TH PL SW       , Birmingham, AL, 35211"
="012900094005013000","1255 15TH PL SW       , Birmingham, AL, 35211"
="012900094018026000","1244 16TH ST SW       , Birmingham, AL, 35211"
="012900104009021000","1416 MCCARY ST SW       , Birmingham, AL, 35211"
="012900112006001000","25 16TH AVE S       , Birmingham, AL, 35205"
="012900112009012000","1737 1ST ST       , Birmingham, AL, 35205"
="012900112009018000","1740 1ST PL S       , Birmingham, AL, 35205"
="012900113017003000","2201 CENTER WAY S       , Birmingham, AL, 35205"
="012900152001021000","916 MASON AVE SW       , Birmingham, AL, 35211"
="012900152006003000","1729 12TH PL SW       , Birmingham, AL, 35211"
="012900162012013000","1409 17TH WAY SW       , Birmingham, AL, 35211"
="012900162014008000","1441 18TH ST SW       , Birmingham, AL, 35211"
="012900162015008000","1512 18TH ST SW       , Birmingham, AL, 35211"
="012900162021002000","1717 DAVIS AVE SW       , Birmingham, AL, 35211"
="012900164017011000","2008 13TH WAY SW       , Birmingham, AL, 35211"
="012900164022010000","2008 15TH PL SW       , Birmingham, AL, 35211"
="012900171003008000","2332 WESLEY AVE SW       , Birmingham, AL, 35211"
="012900172004008001","2704 GARRISON AVE SW       , Birmingham, AL, 35211"
="012900172009006001","725 28TH ST SW       , Birmingham, AL, 35211"
="012900172010008000","901 27TH ST SW       , Birmingham, AL, 35211"
="012900172011022000","820 27TH ST SW       , Birmingham, AL, 35211"
="012900172011023000","816 27TH ST SW       , Birmingham, AL, 35211"
="012900173015002000","3005 SNAVELY AVE SW       , Birmingham, AL, 35211"
="012900173021030000","2412 DAWSON AVE SW       , Birmingham, AL, 35211"
="012900173025001000","2905 DAWSON AVE SW       , Birmingham, AL, 35211"
="012900173029023000","2008 26TH ST SW       , Birmingham, AL, 35211"
="012900174006049000","2028 MAYFIELD AVE SW       , Birmingham, AL, 35211"
="012900174006058000","1624 19TH PL SW       , Birmingham, AL, 35211"
="012900174010029000","1924 FRANCIS AVE SW       , Birmingham, AL, 35211"
="012900174013007000","2125 POWDERLY AVE SW       , Birmingham, AL, 35211"
="012900174021014000","1924 HENRY CRUMPTON DR SW       , Birmingham, AL, 35211"
="012900181002033000","1543 PINEVIEW RD       , Birmingham, AL, 35228"
="012900182001004000","1429 57TH ST       , Birmingham, AL, 35228"
="012900182001016000","1416 57TH PL       , Birmingham, AL, 35228"
="012900182001018000","5728 AVENUE O       , Birmingham, AL, 35228"
="012900184011007000","3340 ALEMEDA AVE SW       , Birmingham, AL, 35221"
="012900184021009000","3424 BOISE AVE SW       , Birmingham, AL, 35221"
="012900184026003000","3357 BOISE AVE SW       , Birmingham, AL, 35221"
="012900191008010000","3448 ELLIS AVE SW       , Birmingham, AL, 35221"
="012900191012005000","3421 ELLIS AVE SW       , Birmingham, AL, 35221"
="012900191012007000","3429 ELLIS AVE SW       , Birmingham, AL, 35221"
="012900191016009000","3340 WALNUT AVE SW       , Birmingham, AL, 35221"
="012900191019012000","3305 BIRCH AVE SW       , Birmingham, AL, 35221"
="012900191023018000","3114 BIRCH AVE SW       , Birmingham, AL, 35221"
="012900192007013000","3528 JEFFERSON AVE SW       , Birmingham, AL, 35221"
="012900193001003000","3600 HICKORY AVE SW       , Birmingham, AL, 35221"
="012900193002008000","3641 HEMLOCK AVE SW       , Birmingham, AL, 35221"
="012900193014003000","3609 HICKORY AVE SW       , Birmingham, AL, 35221"
="012900193014008000","3628 LAUREL AVE SW       , Birmingham, AL, 35221"
="012900193015009000","3637 LAUREL AVE SW       , Birmingham, AL, 35221"
="012900193015014000","3636 MAPLE AVE SW       , Birmingham, AL, 35221"
="012900193015016000","3628 MAPLE AVE SW       , Birmingham, AL, 35221"
="012900193017004000","3717 LAUREL AVE SW       , Birmingham, AL, 35221"
="012900193024005000","4017 GRAY AVE SW       , Birmingham, AL, 35221"
="012900193027007000","4028 PARK AVE SW       , Birmingham, AL, 35221"
="012900193031010000","3734 PARK AVE SW       , Birmingham, AL, 35221"
="012900193033017000","3620 OAK AVE SW       , Birmingham, AL, 35221"
="012900193034013000","3640 PINE AVE SW       , Birmingham, AL, 35221"
="012900193034015000","3632 PINE AVE SW       , Birmingham, AL, 35221"
="012900193035019000","3716 PINE AVE SW       , Birmingham, AL, 35221"
="012900194005007000","3529 HEMLOCK AVE SW       , Birmingham, AL, 35221"
="012900194012009000","3528 MAPLE AVE SW       , Birmingham, AL, 35221"
="012900201009010000","2236 21ST ST SW       , Birmingham, AL, 35211"
="012900201010002000","2315 ISHKOODA RD       , Birmingham, AL, 35211"
="012900201010036000","2332 ISHKOODA RD       , Birmingham, AL, 35211"
="012900201011053000","2260 ISHKOODA RD SW       , Birmingham, AL, 35211"
="012900201011054000","2252 ISHKOODA RD SW       , Birmingham, AL, 35211"
="012900201011055000","2248 ISHKOODA RD SW       , Birmingham, AL, 35211"
="012900201014014000","2448 TEMPEST DR SW       , Birmingham, AL, 35211"
="012900202010008000","2429 LAWN AVE SW       , Birmingham, AL, 35211"
="012900203013012000","2844 LYNCH AVE SW       , Birmingham, AL, 35211"
="012900203016003000","2925 LYNCH AVE SW       , Birmingham, AL, 35211"
="012900212001006000","1648 MATT LEONARD DR SW       , Birmingham, AL, 35211"
="012900212027004000","1749 MATT LEONARD DR SW       , Birmingham, AL, 35211"
="012900274001002000","257 WEST OXMOOR RD       , Birmingham, AL, 35209"
="012900283000002000","991 2ND ST       , Birmingham, AL, 35211"
="012900283000004000","971 2ND ST       , Birmingham, AL, 35211"
="012900301014007000","3415 HOWARD AVE       , Birmingham, AL, 35221"
="012900301027003000","3311 TODD AVE SW       , Birmingham, AL, 35211"
="012900301027004000","3313 TODD AVE SW       , Birmingham, AL, 35211"
="012900301027005000","3321 TODD AVE SW       , Birmingham, AL, 35211"
="012900301027006000","3326 TODD AVE SW       , Birmingham, AL, 35211"
="012900321012006000","2634 GOSS ST       , Birmingham, AL, 35211"
="012900332000007000","2442 WENONAH OXMOOR RD       , Birmingham, AL, 35211"
="012900332000011000","2424 WENONAH OXMOOR RD       , Birmingham, AL, 35211"
="012900334000001001","1046 CASTLEMAINE WAY       , Birmingham, AL, 35226"
="013000011001004000","2521 AVENUE D       , Birmingham, AL, 35218"
="013000011020004000","2719 AVENUE E       , Birmingham, AL, 35218"
="013000011047003000","3009 AVENUE G       , Birmingham, AL, 35218"
="013000014005008000","3216 AVENUE H       , Birmingham, AL, 35218"
="013000021007006000","4721 6TH AVE       , Birmingham, AL, 35224"
="013000021012004000","4313 5TH CT       , Birmingham, AL, 35224"
="013000021012007000","4312 6TH AVE       , Birmingham, AL, 35224"
="013000022006007000","5427 6TH AVE       , Birmingham, AL, 35224"
="013000023010013000","1615 56TH ST       , Birmingham, AL, 35224"
="013000024003004000","4321 12TH AVE       , Birmingham, AL, 35224"
="013000121025009000","804 45TH ST       , Birmingham, AL, 35208"
="013000124018001000","5305 AVENUE I       , Birmingham, AL, 35208"
="013000124039003000","5613 AVENUE I       , Birmingham, AL, 35208"
="013000124039008000","5608 COURT I       , Birmingham, AL, 35208"
="013000251009039000","4913 HILLMAN DR       , Birmingham, AL, 35221"
="013000251014013000","5004 JEFFERSON AVE SW       , Birmingham, AL, 35221"
="013000252002022000","5004 LILLIAN ST       , Birmingham, AL, 35228"
="013000252005009000","5100 LILLIAN ST       , Birmingham, AL, 35228"
="013000252008005000","2961 LILLIAN ST       , Birmingham, AL, 35228"
="013000253013038000","5414 JEFFERSON AVE SW 978277, Birmingham, AL, 35221"
="013000253017001000","5401 PARK AVE SW       , Birmingham, AL, 35221"
="013000253018003000","5421 JEFFERSON AVE SW 978262, Birmingham, AL, 35221"
="013000254009012000","912 BURWELL ST       , Birmingham, AL, 35221"
="013000254010004000","949 BURWELL ST       , Birmingham, AL, 35221"
="013000261001031000","5040 WHATLEY ST       , Birmingham, AL, 35228"
="013000264009005000","5620 LINCOLN AVE       , Birmingham, AL, 35228"
="013000353003007000","5904 OWEN ST       , Birmingham, AL, 35020"
